run,turn,card_id,choice,wealth,morale,stability,progress
0,76,39,1,-55,225,35,280
0,77,15,1,-55,230,35,280
0,78,3,1,-65,230,35,290
0,79,20,1,-65,240,20,290
0,80,29,0,-85,240,25,290
0,81,19,1,-85,240,25,290
0,82,23,1,-85,245,20,290
0,83,22,0,-95,245,30,290
0,84,1,1,-105,245,30,295
0,85,47,0,-105,245,30,310
0,86,42,0,-120,245,30,325
0,87,61,1,-120,260,30,325
0,88,9,1,-115,260,30,325
0,89,36,1,-115,270,30,325
0,90,20,0,-125,270,45,325
0,91,29,1,-125,290,25,325
0,92,32,1,-125,280,40,325
0,93,47,0,-125,280,40,340
0,94,19,0,-125,280,40,340
0,95,3,0,-110,280,35,340
0,96,36,0,-110,275,35,355
0,97,48,0,-110,275,35,385
0,98,6,1,-120,275,35,395
0,99,47,1,-120,275,35,395
1,0,22,0,40,50,60,50
1,1,2,0,30,50,80,50
1,2,20,0,20,50,95,50
1,3,42,0,5,50,95,65
1,4,1,1,-5,50,95,70
1,5,7,0,-20,60,95,70
1,6,49,0,-20,55,95,85
1,7,27,0,-10,45,95,85
1,8,13,1,-5,50,95,85
1,9,17,0,-25,70,95,85
1,10,8,0,-25,75,85,85
1,11,37,1,-15,75,85,85
1,12,47,0,-15,75,85,100
1,13,16,1,-15,75,75,100
1,14,14,0,-15,75,75,110
1,15,36,1,-15,85,75,110
1,16,5,0,-25,85,80,110
1,17,23,1,-25,90,75,110
1,18,38,1,-20,90,75,110
1,19,3,1,-30,90,75,120
1,20,24,1,-25,90,75,120
1,21,14,1,-25,100,75,120
1,22,31,0,-25,110,65,120
1,23,5,1,-20,110,55,120
1,24,8,1,-35,110,55,130
1,25,50,0,-35,110,55,145
1,26,39,0,-45,125,55,145
1,27,45,1,-45,135,55,145
1,28,46,0,-55,135,55,160
1,29,1,0,-45,135,45,160
1,30,20,0,-55,135,60,160
1,31,18,0,-85,135,60,190
1,32,42,1,-85,140,60,190
